web-scraper-order,name,pengalaman,rating,portofolio,deskripsi,logo-src,foto-src,layanan_lain,jangkauan,rating_user
1732003089-11,PT.Barindo Adhi Prima,0.11083564987851445,0.0,0.28379107299583456,"Kontraktor  jasa , Arsitektur, Interior,Desain And Build",https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1098553/thumb_1f441ad7ca.jpg,https://sejasa-production.s3.amazonaws.com/uploads/business_profile/banner/63369/desktop_5.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Interior Designer', 'Arsitek', 'Kontraktor Bangunan']","['Depok', 'Jakarta Timur', 'Jakarta Selatan', 'Jakarta Utara', 'Jakarta Barat', 'Jakarta Pusat', 'Bogor Kota', 'Cirebon', 'Bogor Kabupaten']",3
1732003098-12,PT. Persembahan Bersama Utama,0.1756703488005048,0.0,0.17905223175104135,"Kami bergerak dibidang pengadaan material instalasi listrik serta jasa pengerjaannya seperti pekerjaan pemasangan panel, kabel tray, ataupun pemasangan instalasi di rumah baru",https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2228050/thumb_9fcae8900562c405.jpeg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/2228051/2d459cbb8dcdc764.jpeg,"['Kelistrikan', 'Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Kontraktor Pameran', 'Kontraktor Bangunan']","['Surabaya', 'Malang', 'Pasuruan', 'Mojokerto', 'Lamongan']",4
1732003107-13,Moelia AbadiJaya - Moelia Truss,0.0,0.0,0.17905223175104135,"Jasa pemasangan kanopi baja ringan dengan cakupan area Jabodetabek handal, terpercaya, berkualitas, dengan team teknisi yang sudah memiliki pengalaman dan pengetahuan yang luas di bidang baja ringan Jangan ragu untuk memilih kami sebagai aplikator kanopi rumah Anda Segera hubungi kami untuk jadwal Survey dan pemasangan",https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/46146/thumb_logomaj.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/495697/foto29.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Jakarta Timur', 'Bekasi Kota', 'Karawang', 'Serang', 'Tangerang Selatan', 'Tangerang Kabupaten', 'Bekasi Kabupaten', 'Jakarta Utara', 'Jakarta Selatan', 'Jakarta Pusat', 'Jakarta Barat', 'Tangerang Kota', 'Depok', 'Bogor Kota', 'Bogor Kabupaten', 'Selengkapnya']",1
1732003124-14,MJN BRILLIANT DESIGN & BUILD 354,0.11083564987851445,0.0,0.0,"Menerima pekerjaan renovasi rumah, pekerjaan membangun rumah baik borongan tukang atau tukang  bahan material, pekerjaan besi/baja railing  pagar  kanopi, pekerjaan perencanaan design interior  arsitek  mep  struktur Lebih murah, berkualitas, amanah, barokah Aman, selamat, lancar, barokah",https://dm5360p8ab28j.cloudfront.net/assets/v1/bp/logo-31968854c731b670515e302b1b54f1fdb8bd8bc9ca34ed819d685d17850bb563.png,https://dm5360p8ab28j.cloudfront.net/assets/v1/background_canvas/business-landing-heading-a605a1978f75809aafd52d4e6cd8b33d487625986d272975249b0c5fc8d8c1b7.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Interior Designer', 'Arsitek', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Tangerang Kota', 'Jakarta Timur', 'Jakarta Pusat', 'Jakarta Barat', 'Jakarta Selatan', 'Jakarta Utara', 'Bekasi Kota', 'Depok', 'Bogor Kota', 'Tangerang Selatan', 'Tangerang Kabupaten']",4
1732003132-15,MITRA BANGUNAN JAYA,0.1756703488005048,0.0,0.0,"KAMI TIDAK MEMENTINGKAN KECEPATAN TAPI KAMI MEMENTINGKAN KESELAMATAN ,KERAPIAN DAN KEKUATAN",https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/110715/thumb_03b7cabf90.jpg,https://dm5360p8ab28j.cloudfront.net/assets/v1/background_canvas/business-landing-heading-a605a1978f75809aafd52d4e6cd8b33d487625986d272975249b0c5fc8d8c1b7.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Kolam Ikan', 'Kolam Renang', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Tukang Ledeng Borongan', 'Tukang Taman', 'Kontraktor Bangunan', 'Tukang Ledeng']",['Semarang'],5
1732003141-16,MAX Studio,0.4433425995140578,0.0,0.17905223175104135,MAX Studio Melayani Jasa desain 3d  produksi furniture  Renovasi Rumah  Pembangunan Rumah,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1456492/thumb_bbec17d161a5b6bd.jpg,https://sejasa-production.s3.amazonaws.com/uploads/business_profile/banner/46551/desktop_PANO_20171129_173757.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Tukang Kayu', 'Interior Designer', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Bekasi Kota', 'Jakarta Timur', 'Tangerang Selatan', 'Tangerang Kabupaten', 'Bekasi Kabupaten', 'Jakarta Barat', 'Tangerang Kota']",3
1732003150-17,Lampah Jaya Teknik,0.2573524093680218,0.0,0.662571989993357,General Teknik Service AC Perbaikan Plumbing Kelistrikan Pembuatan Tralis Pembuatan Pagar dan design grafis,https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/70174/thumb_d0937907f3.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1387261/477f5539cb0b150b.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Interior Designer', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Jakarta Utara', 'Jakarta Pusat', 'Jakarta Timur', 'Jakarta Selatan', 'Jakarta Barat']",2
1732003159-18,kemuning design,0.0,0.0,0.0,jasa interior design design  build,https://dm5360p8ab28j.cloudfront.net/assets/v1/bp/logo-31968854c731b670515e302b1b54f1fdb8bd8bc9ca34ed819d685d17850bb563.png,https://dm5360p8ab28j.cloudfront.net/assets/v1/background_canvas/business-landing-heading-a605a1978f75809aafd52d4e6cd8b33d487625986d272975249b0c5fc8d8c1b7.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Gazebo', 'Injeksi Beton', 'Jasa Pertukangan', 'Kolam Ikan', 'Kolam Renang', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Interior Designer', 'Arsitek', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Malang', 'Tulungagung', 'Probolinggo', 'Trenggalek', 'Surabaya', 'Sidoarjo', 'Bandar Lampung', 'Lampung Barat']",3
1732003176-19,KayanRenov,0.33250694963554334,0.0,0.17905223175104135,"Kami menerima Jasa Kontraktor Bangunan,Jasa Pertukangan,Perbaikan Lantai,Pemasangan Lantai dan Pemasangan Atap",https://sejasa-production.s3.amazonaws.com/uploads/business_profile/business_logo/54931/thumb_Brosur_20tukang_20panggilan.jpg,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/735109/IMG201610241325051482926085011.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Kolam Ikan', 'Kolam Renang', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)', 'Jasa Pertukangan (Harian)']","['Bekasi Kabupaten', 'Depok', 'Bogor Kota', 'Bogor Kabupaten']",4
1732003185-20,Kartika Kreasindo,0.0,0.0,0.0,"Mengerjakan Renovasi, Bangun Baru Rumah, Ruko, Kantor, Kanopi, Interior, Kitchen Set, Pemagaran, Pengecatan dan lain lain",https://dm5360p8ab28j.cloudfront.net/assets/v1/bp/logo-31968854c731b670515e302b1b54f1fdb8bd8bc9ca34ed819d685d17850bb563.png,https://dm5360p8ab28j.cloudfront.net/assets/v1/background_canvas/business-landing-heading-a605a1978f75809aafd52d4e6cd8b33d487625986d272975249b0c5fc8d8c1b7.jpg,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Kabinet', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Kontraktor Bangunan', 'Jasa Pertukangan (Borongan)']","['Tangerang Selatan', 'Jakarta Pusat', 'Tangerang Kota', 'Jakarta Timur', 'Jakarta Barat', 'Jakarta Selatan', 'Jakarta Utara', 'Tangerang Kabupaten']",1
1732003194-21,Jo Konstruksi,0.1756703488005048,0.0,0.17905223175104135,"Jasa Bangun Rumah/Ruko  Renovasi Rumah/Ruko Meliputi Konstruksi Baja Ringan, Pemasangan keramik,Pemasangan dinding bata,pemasangan Plafon Gypsum,pemasangan Kusen pintu  jendela,pengacetan,dll",https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1318610/thumb_c8ddfa152229426a.png,https://sejasa-production.s3.amazonaws.com/uploads/attachment/file/1318623/153bd73b75b8fc95.png,"['Renovasi Rumah', 'Pemasangan Atap', 'Kusen Pintu & Jendela', 'Instalasi Kanopi', 'Waterproofing', 'Pembatas Ruangan & Partisi', 'Bengkel Las', 'Epoxy Lantai', 'Injeksi Beton', 'Jasa Pertukangan', 'Pemasangan Lampu', 'Pemasangan Lantai', 'Pemasangan Pagar', 'Pemasangan Pintu & Jendela', 'Pemasangan Wallpaper', 'Partisi', 'Pengeboran Sumur', 'Pengecatan', 'Perbaikan Atap', 'Perbaikan Lantai', 'Perbaikan Pagar', 'Plafon', 'Railing', 'Teralis', 'Jasa Pertukangan (Borongan)']","['Bogor Kota', 'Jakarta Timur', 'Jakarta Pusat', 'Jakarta Barat', 'Jakarta Utara', 'Jakarta Selatan', 'Depok', 'Bekasi Kota', 'Bogor Kabupaten']",4
